diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_shape2D_Elongation,original_shape2D_MajorAxisLength,original_shape2D_MaximumDiameter,original_shape2D_MeshSurface,original_shape2D_MinorAxisLength,original_shape2D_Perimeter,original_shape2D_PerimeterSurfaceRatio,original_shape2D_PixelSurface,original_shape2D_Sphericity,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,image_name
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},135583d09814070e6142c89719aab2e653e89749,2D,"(1.0, 1.0)","(274, 353)",49.310756601393685,3.0,211.0,eef45883b0a98c98a8b470191a510102d46029dd,"(1.0, 1.0)","(274, 353)","(90, 23, 104, 80)",5664,1,"(142.38488700564972, 61.487464689265536)","(142.38488700564972, 61.487464689265536)",0.7147968496565686,101.09259361713622,105.72133181151285,5663.5,72.26066744114071,312.8772003600263,0.05524449551691114,5664.0,0.8526552443151614,14.0,45.0,6321214.0,1.258514793869041,16.0,30.791050693210988,206.0,9.961837474863545,29.972457627118644,29.0,4.0,202.0,6.887981352000212,33.4070882478216,3.389062000389945,6321214.0,0.47717189694452417,217.68532898831748,3.2146104538894247,31.86404233529612,3.0635094098581517,1.430895011202264,0.23966910680912504,0.7112991124221839,0.19401177104104278,0.7197229003794859,0.19932678999119902,0.9074909630651711,0.9066996128631069,0.9972187730566576,0.9809394597947162,-0.4013953393645403,0.7833665972411209,0.17751097648877573,1.7078629147796454,0.34836360105848346,1.9840845503241027,0.7550178103451577,0.500788656963411,3.4157258295592894,1.786764957316057,0.4176410295028472,bus_0001-l.png
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},a41bba4f6380a2b5001611526ba685ae85bce44a,2D,"(1.0, 1.0)","(275, 353)",49.47254184908576,4.0,202.0,ab5e0f050d634fdca690b36262d6ab9a811c957f,"(1.0, 1.0)","(275, 353)","(101, 23, 83, 80)",4783,1,"(139.98097428392222, 63.19611122726322)","(139.98097428392222, 63.19611122726322)",0.8740152042551641,85.77939033990219,91.80958555619343,4782.5,74.97249136881307,287.48023074035586,0.060110868947277754,4783.0,0.852755318272395,16.0,46.0,5229100.0,1.227284144589026,14.0,6.358573904240833,142.0,9.3512669378521,30.668199874555718,30.0,4.0,138.0,6.294689108183424,33.06460076186782,0.8680758380689673,5229100.0,0.4914173739499811,152.72933999601085,3.2892199031802063,4.090035038618782,0.19383118819003928,1.082351631100661,0.19028899020486906,0.7005768911192769,0.18686416805266096,0.6869093490223663,0.1526433239174188,0.9070289988816851,0.9069028129497657,0.9948800774601346,0.9733607957374935,-0.38494703599720415,0.7642981426088354,0.1848503448579227,1.751055610537462,0.36104640305966507,1.9401098167277755,0.7159779770147903,0.537969738670749,3.502111221074924,1.7503097872861015,0.3181601553263825,bus_0001-r.png
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},8025076830b620983008d8c54e81da56833c5b77,2D,"(1.0, 1.0)","(274, 371)",108.07569795581088,29.0,254.0,76bf010803e3e0032e0898bb25f4857e62d64696,"(1.0, 1.0)","(274, 371)","(133, 141, 89, 51)",3436,1,"(177.92694994179277, 166.99679860302678)","(177.92694994179277, 166.99679860302678)",0.5193604809271731,92.56354312145727,89.20201791439474,3435.5,48.07384627188318,246.65180361560965,0.07179502361100558,3436.0,0.842394675021365,59.0,104.0,22047971.0,1.5902181474919344,22.0,7.118338823370399,240.0,14.44288916505507,77.86525029103609,73.0,40.0,200.0,9.817989682507287,80.1046517915757,1.4168492802800154,22047971.0,0.3940383002137201,353.7580357638968,7.175482902035387,21.31407880586862,3.513060238505453,2.1713711432603553,0.2331210962172191,0.8052416610268288,0.21409591641365186,0.7491825547580209,0.18311682248347566,0.8951068679832817,0.8946352438448189,0.9972024005837249,0.9787407096296448,-0.4574523311857581,0.8612568870098314,0.20552275403192835,2.586673816354896,0.28674686810341604,2.394330812704322,0.8251920763594798,0.4531460483405102,5.173347632709792,2.1656787226652323,0.6011230598693936,bus_0002-l.png
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},0ca775c10d47584ae1966a2d2df17f5b54e5bb6d,2D,"(1.0, 1.0)","(276, 371)",115.96922731356693,34.0,255.0,640de6db3b3c5b555d3e555705e3a99ff5827380,"(1.0, 1.0)","(276, 371)","(112, 142, 69, 48)",2563,1,"(144.69332813109637, 167.1634802965275)","(144.69332813109637, 167.1634802965275)",0.6469679236438001,71.41748477818939,70.21395872616783,2562.5,46.20482183880789,200.6101730552668,0.07828689680205535,2563.0,0.8945073562752097,58.0,112.0,18361923.0,1.796263948434024,27.0,11.638213639174255,252.0,17.19963482854006,81.30979321108076,76.0,40.0,212.0,11.179173222985893,84.6417780363417,2.0172546675043534,18361923.0,0.34335875233997915,552.9481171246204,8.207408769359724,73.36620156556245,7.868093905801079,3.020415439465806,0.4153174619963353,0.7539707619704404,0.3085684708909608,0.9345496179365144,0.3117387437452924,0.8561106929732185,0.8542746013489494,0.9961228799691234,0.9726179028340847,-0.395238761236951,0.8517071177066627,0.2703916776683818,2.7488093880457556,0.2159882841270627,2.8112920351734147,0.810440700223655,0.3492224886392623,5.49761877609151,2.4645450673398597,0.8589332253655353,bus_0002-r.png
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},19eae8cb29e70e69f0b6310e12571d7ed2094069,2D,"(1.0, 1.0)","(275, 372)",95.51522971652004,25.0,255.0,6a8e78581f962d5002f878dcc2f379b552695bd5,"(1.0, 1.0)","(275, 372)","(70, 77, 127, 138)",11530,1,"(126.77450130095403, 149.4740676496097)","(126.77450130095403, 149.4740676496097)",0.7527777769903302,142.62112665015783,145.6193668438371,11529.5,107.36201467156215,516.7005768508899,0.0448155233835717,11530.0,0.7366670118033318,55.0,92.0,62018602.0,1.3866192213943669,17.0,5.6355591994515475,169.0,11.709765106148671,71.71968777103208,69.0,35.0,134.0,7.957308494806747,73.34091645199888,1.1341186066831417,62018602.0,0.4625025706911869,235.17641204475063,5.981420944728609,12.23855907869532,2.019222358286326,1.5264032582442784,0.2300163867273546,0.7381654825786751,0.22339475098242978,0.7661325174477017,0.17622928958135187,0.8893455568552642,0.8889647880832776,0.9938147768850056,0.9682018184212404,-0.3772461510543097,0.7908761645333297,0.2181738482540338,2.378512566052593,0.32931882524557354,2.234943064132491,0.7572868520296336,0.5152238255087399,4.757025132105187,1.9954960515285358,0.4391049112429083,bus_0003-l.png
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},24cb28c35a2775f03d63dd886de4ed736f80830b,2D,"(1.0, 1.0)","(274, 372)",99.33105721685897,25.0,255.0,a96e1b7d061a51bb548213abad5c6314d2d690ad,"(1.0, 1.0)","(274, 372)","(79, 65, 180, 157)",19443,1,"(160.69140564727667, 147.39001182945017)","(160.69140564727667, 147.39001182945017)",0.7574283375853591,183.1408039722923,188.85444130334875,19442.5,138.71603469677947,622.114790413263,0.03199767470300954,19443.0,0.7945302913341323,56.0,120.0,154180786.0,2.028629217446314,33.0,3.365447556568516,196.0,19.467207350383223,85.56580774571826,83.0,30.0,166.0,13.65707894877914,89.04991096574868,0.6709090192183571,154180786.0,0.28976548646507916,608.3791878305484,9.585866058255139,51.21635203254101,4.76329412799187,3.9001626564059597,0.27007173389490285,0.8705011112267071,0.25996212267594004,0.8292740184642166,0.19633579566817622,0.8716680585054262,0.8710298997839263,0.9946230656504746,0.967643952087112,-0.4986236040208547,0.9252121903986114,0.2514544690348989,2.945902614125296,0.18354777934229527,3.0448574562345607,0.8742261083469436,0.30810393335211217,5.891805228250592,2.756742044733683,1.0425585975752159,bus_0003-r.png
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},5c1d22521a8d53e6edf8eacd2fcdd0ea3cee0191,2D,"(1.0, 1.0)","(274, 383)",47.038745211640716,0.0,213.0,92f42a9f2fd5f51d2dfa3d93f712097210a7a2cf,"(1.0, 1.0)","(274, 383)","(69, 49, 95, 33)",2290,1,"(117.45720524017467, 65.05589519650655)","(117.45720524017467, 65.05589519650655)",0.32701277708618604,96.25393263683044,96.88137075826292,2289.5,31.476265817036598,232.99494936611725,0.10176673918589965,2290.0,0.7279955909018667,17.0,42.0,2215933.0,1.0186013010412938,11.0,3.6330722820934427,73.0,7.378074788810282,29.570742358078604,29.0,6.0,67.0,4.967612428991801,31.107174926015528,0.39219157887240014,2215933.0,0.560657119429454,93.22752826986518,3.1650007144202963,1.590138287679694,-0.30990291761314503,0.7617504586224135,0.19356172659852047,0.5946648934191632,0.19356172659852047,0.6911874798601645,0.15269422725019247,0.9032191367007398,0.9032191367007398,0.9806438273401479,0.9516095683503699,-0.2959239860363314,0.6470422227054754,0.19356172659852047,1.7386629215207792,0.4128645066751326,1.7164372315719558,0.6011202006238796,0.5960892450643003,3.4773258430415583,1.5228755049734364,0.23882804630523352,bus_0004-l.png
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},70d8061450ef19bd6d7064faf1c801a36cfeb943,2D,"(1.0, 1.0)","(277, 383)",44.38647953172276,0.0,159.0,0077ea968bccd87a0d2cdd23fdbeb6fc62a436ba,"(1.0, 1.0)","(277, 383)","(111, 52, 88, 48)",2583,1,"(158.01742160278746, 77.76035617499032)","(158.01742160278746, 77.76035617499032)",0.47920069951313865,85.55486492486655,89.62700485902673,2582.5,40.99795111874814,232.79393923934063,0.09014286127370402,2583.0,0.7738440145114657,12.0,40.0,1893414.0,1.1885263126993866,14.0,4.044873520951747,77.0,8.96080315484865,24.51722802942315,23.0,3.0,74.0,6.174514375155973,27.074508970702418,0.9411249538972903,1893414.0,0.4749235186616564,131.93456575791353,2.3546759790942438,3.2662054111495884,0.8594790265808017,1.0798877285611321,0.19800469586231748,0.6893767762752169,0.1978024304901492,0.7007974344614293,0.15540841457019247,0.9011324956502867,0.9011190112921422,0.9883562343381961,0.9604462560810423,-0.3609759618080982,0.7371396755732386,0.19762544828950196,1.4608832762023511,0.3444514650120341,1.901522733453848,0.693832144875186,0.49076668214002417,2.9217665524047023,1.7027290665051333,0.31947310610586244,bus_0004-r.png
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},4e2b558dff37e2e39368903f345388311574c1fe,2D,"(1.0, 1.0)","(275, 371)",67.09881891693212,6.0,205.0,026f003e48f9596ba25150ee3c9d1b0478f9d8e5,"(1.0, 1.0)","(275, 371)","(117, 49, 83, 142)",6723,1,"(157.36739550795775, 125.91283653131043)","(157.36739550795775, 125.91283653131043)",0.4373497754603241,145.96529675448846,144.734239211045,6722.5,63.83788976057511,445.20310216783116,0.06622582404876626,6723.0,0.6528481167101083,22.0,57.0,11939827.0,1.415960831378306,19.0,18.918881500823172,192.0,11.704496779101907,38.78551242005057,36.0,6.0,186.0,8.126401736246187,42.142224997861,2.6481334004117945,11939827.0,0.47180523593926726,271.6511540844434,4.686459915500469,42.339509007955456,4.313893911025576,1.7712083405072754,0.29378544978920035,0.7154651361783568,0.24113313855296425,0.8257740034688468,0.23351642320008842,0.8851129871547965,0.8840474309957477,0.9956791477070212,0.9737024913129693,-0.36049153398044204,0.7909743003607267,0.21977058112418765,2.077762208969416,0.3337622909488619,2.295755000569328,0.7316106969183588,0.5449239043546155,4.155524417938833,2.045370470618543,0.5162484475741189,bus_0005-l.png
v3.1.0,1.24.4,2.4.0,1.4.1,3.8.1,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True}",{'Original': {}},ec8f87f991ffdef09308214e1ba3aa0d51369921,2D,"(1.0, 1.0)","(276, 371)",58.999482401656316,7.0,206.0,9d57c6d85516b4ab4d8082d8e29cc288ab6265ae,"(1.0, 1.0)","(276, 371)","(107, 44, 139, 154)",11132,1,"(159.6895436579231, 134.29680201221703)","(159.6895436579231, 134.29680201221703)",0.6353773961748765,170.32836412394317,164.80594649465777,11131.5,108.22279249179726,657.2863632885168,0.05904742067902051,11132.0,0.5690195072940254,24.0,60.0,20492695.0,1.3672119944746912,20.0,9.834966137264223,203.0,11.524498992200089,40.249461013295004,38.0,7.0,196.0,8.222842866723957,42.905497228423464,1.411832434035131,20492695.0,0.48319192975058123,220.86258055749906,4.828282637355569,14.215878618217385,1.5306225490584926,1.3918147228098452,0.22096645075351895,0.7254862119630789,0.21093689499881701,0.7465717149368328,0.1747937980745416,0.8956700789096504,0.8954432773686622,0.9973274415064131,0.9789862264433262,-0.38184232694777753,0.794674846108964,0.20655803580305993,2.129684235515395,0.3554825634813392,2.170335033489047,0.7722256670269221,0.5638154339024052,4.25936847103079,1.9551180234339234,0.403195293390841,bus_0005-r.png
